name,collection,material,x,y,z,a_mm,b_mm,length_mm,source,basis
GF North wall | bottom plate,02 Ground floor walls,MGP10 pine,6.8098,7.835,0.0175,90.0,35.0,769.6,Architectural 07/08/11; Structural S12/S13,Plan-traced position; scheduled/typical section
FJ-13A metal web 3.001,04 First floor joists,Galvanised connectors,11.867,1.3379,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13A web plate.010,09 Bracing and connections,Galvanised connectors,11.867,1.1193,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A web plate.011,09 Bracing and connections,Galvanised connectors,11.867,1.5564,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A metal web 4,04 First floor joists,Galvanised connectors,11.783,1.855,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13A web plate.012,09 Bracing and connections,Galvanised connectors,11.783,1.6364,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A web plate.013,09 Bracing and connections,Galvanised connectors,11.783,2.0736,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A metal web 4.001,04 First floor joists,Galvanised connectors,11.867,1.855,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13A web plate.014,09 Bracing and connections,Galvanised connectors,11.867,1.6364,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A web plate.015,09 Bracing and connections,Galvanised connectors,11.867,2.0736,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A metal web 5,04 First floor joists,Galvanised connectors,11.783,2.3721,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13A web plate.016,09 Bracing and connections,Galvanised connectors,11.783,2.1536,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A web plate.017,09 Bracing and connections,Galvanised connectors,11.783,2.5907,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A metal web 5.001,04 First floor joists,Galvanised connectors,11.867,2.3721,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13A web plate.018,09 Bracing and connections,Galvanised connectors,11.867,2.1536,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A web plate.019,09 Bracing and connections,Galvanised connectors,11.867,2.5907,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A metal web 6,04 First floor joists,Galvanised connectors,11.783,2.8893,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13A web plate.020,09 Bracing and connections,Galvanised connectors,11.783,2.6707,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A web plate.021,09 Bracing and connections,Galvanised connectors,11.783,3.1079,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A metal web 6.001,04 First floor joists,Galvanised connectors,11.867,2.8893,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13A web plate.022,09 Bracing and connections,Galvanised connectors,11.867,2.6707,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A web plate.023,09 Bracing and connections,Galvanised connectors,11.867,3.1079,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A metal web 7,04 First floor joists,Galvanised connectors,11.783,3.4064,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13A web plate.024,09 Bracing and connections,Galvanised connectors,11.783,3.1879,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A web plate.025,09 Bracing and connections,Galvanised connectors,11.783,3.625,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A metal web 7.001,04 First floor joists,Galvanised connectors,11.867,3.4064,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13A web plate.026,09 Bracing and connections,Galvanised connectors,11.867,3.1879,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13A web plate.027,09 Bracing and connections,Galvanised connectors,11.867,3.625,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B bottom chord,04 First floor joists,MGP10 pine,11.825,5.75,2.7625,90.0,45.0,4170.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-13B top chord,04 First floor joists,MGP10 pine,11.825,5.75,3.1175,90.0,45.0,4170.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-13B timber end block,04 First floor joists,MGP10 pine,11.825,3.6875,2.94,90.0,45.0,310.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-13B timber end block.001,04 First floor joists,MGP10 pine,11.825,7.8125,2.94,90.0,45.0,310.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-13B metal web 1,04 First floor joists,Galvanised connectors,11.783,3.9629,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate,09 Bracing and connections,Galvanised connectors,11.783,3.705,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.001,09 Bracing and connections,Galvanised connectors,11.783,4.2207,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 1.001,04 First floor joists,Galvanised connectors,11.867,3.9629,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.002,09 Bracing and connections,Galvanised connectors,11.867,3.705,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.003,09 Bracing and connections,Galvanised connectors,11.867,4.2207,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 2,04 First floor joists,Galvanised connectors,11.783,4.5586,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.004,09 Bracing and connections,Galvanised connectors,11.783,4.3007,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.005,09 Bracing and connections,Galvanised connectors,11.783,4.8164,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 2.001,04 First floor joists,Galvanised connectors,11.867,4.5586,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.006,09 Bracing and connections,Galvanised connectors,11.867,4.3007,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.007,09 Bracing and connections,Galvanised connectors,11.867,4.8164,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 3,04 First floor joists,Galvanised connectors,11.783,5.1543,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.008,09 Bracing and connections,Galvanised connectors,11.783,4.8964,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.009,09 Bracing and connections,Galvanised connectors,11.783,5.4121,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 3.001,04 First floor joists,Galvanised connectors,11.867,5.1543,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.010,09 Bracing and connections,Galvanised connectors,11.867,4.8964,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.011,09 Bracing and connections,Galvanised connectors,11.867,5.4121,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 4,04 First floor joists,Galvanised connectors,11.783,5.75,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.012,09 Bracing and connections,Galvanised connectors,11.783,5.4921,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.013,09 Bracing and connections,Galvanised connectors,11.783,6.0079,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 4.001,04 First floor joists,Galvanised connectors,11.867,5.75,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.014,09 Bracing and connections,Galvanised connectors,11.867,5.4921,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.015,09 Bracing and connections,Galvanised connectors,11.867,6.0079,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 5,04 First floor joists,Galvanised connectors,11.783,6.3457,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.016,09 Bracing and connections,Galvanised connectors,11.783,6.0879,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.017,09 Bracing and connections,Galvanised connectors,11.783,6.6036,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 5.001,04 First floor joists,Galvanised connectors,11.867,6.3457,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.018,09 Bracing and connections,Galvanised connectors,11.867,6.0879,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.019,09 Bracing and connections,Galvanised connectors,11.867,6.6036,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 6,04 First floor joists,Galvanised connectors,11.783,6.9414,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.020,09 Bracing and connections,Galvanised connectors,11.783,6.6836,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.021,09 Bracing and connections,Galvanised connectors,11.783,7.1993,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 6.001,04 First floor joists,Galvanised connectors,11.867,6.9414,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.022,09 Bracing and connections,Galvanised connectors,11.867,6.6836,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.023,09 Bracing and connections,Galvanised connectors,11.867,7.1993,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 7,04 First floor joists,Galvanised connectors,11.783,7.5371,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.024,09 Bracing and connections,Galvanised connectors,11.783,7.2793,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.025,09 Bracing and connections,Galvanised connectors,11.783,7.795,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B metal web 7.001,04 First floor joists,Galvanised connectors,11.867,7.5371,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-13B web plate.026,09 Bracing and connections,Galvanised connectors,11.867,7.2793,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-13B web plate.027,09 Bracing and connections,Galvanised connectors,11.867,7.795,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A bottom chord,04 First floor joists,MGP10 pine,12.275,1.855,2.7625,90.0,45.0,3620.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-14A top chord,04 First floor joists,MGP10 pine,12.275,1.855,3.1175,90.0,45.0,3620.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-14A timber end block,04 First floor joists,MGP10 pine,12.275,0.0675,2.94,90.0,45.0,310.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-14A timber end block.001,04 First floor joists,MGP10 pine,12.275,3.6425,2.94,90.0,45.0,310.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-14A metal web 1,04 First floor joists,Galvanised connectors,12.233,0.3036,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate,09 Bracing and connections,Galvanised connectors,12.233,0.085,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.001,09 Bracing and connections,Galvanised connectors,12.233,0.5221,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 1.001,04 First floor joists,Galvanised connectors,12.317,0.3036,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.002,09 Bracing and connections,Galvanised connectors,12.317,0.085,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.003,09 Bracing and connections,Galvanised connectors,12.317,0.5221,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 2,04 First floor joists,Galvanised connectors,12.233,0.8207,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.004,09 Bracing and connections,Galvanised connectors,12.233,0.6021,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.005,09 Bracing and connections,Galvanised connectors,12.233,1.0393,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 2.001,04 First floor joists,Galvanised connectors,12.317,0.8207,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.006,09 Bracing and connections,Galvanised connectors,12.317,0.6021,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.007,09 Bracing and connections,Galvanised connectors,12.317,1.0393,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 3,04 First floor joists,Galvanised connectors,12.233,1.3379,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.008,09 Bracing and connections,Galvanised connectors,12.233,1.1193,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.009,09 Bracing and connections,Galvanised connectors,12.233,1.5564,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 3.001,04 First floor joists,Galvanised connectors,12.317,1.3379,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.010,09 Bracing and connections,Galvanised connectors,12.317,1.1193,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.011,09 Bracing and connections,Galvanised connectors,12.317,1.5564,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 4,04 First floor joists,Galvanised connectors,12.233,1.855,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.012,09 Bracing and connections,Galvanised connectors,12.233,1.6364,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.013,09 Bracing and connections,Galvanised connectors,12.233,2.0736,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 4.001,04 First floor joists,Galvanised connectors,12.317,1.855,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.014,09 Bracing and connections,Galvanised connectors,12.317,1.6364,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.015,09 Bracing and connections,Galvanised connectors,12.317,2.0736,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 5,04 First floor joists,Galvanised connectors,12.233,2.3721,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.016,09 Bracing and connections,Galvanised connectors,12.233,2.1536,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.017,09 Bracing and connections,Galvanised connectors,12.233,2.5907,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 5.001,04 First floor joists,Galvanised connectors,12.317,2.3721,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.018,09 Bracing and connections,Galvanised connectors,12.317,2.1536,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.019,09 Bracing and connections,Galvanised connectors,12.317,2.5907,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 6,04 First floor joists,Galvanised connectors,12.233,2.8893,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.020,09 Bracing and connections,Galvanised connectors,12.233,2.6707,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.021,09 Bracing and connections,Galvanised connectors,12.233,3.1079,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 6.001,04 First floor joists,Galvanised connectors,12.317,2.8893,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.022,09 Bracing and connections,Galvanised connectors,12.317,2.6707,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.023,09 Bracing and connections,Galvanised connectors,12.317,3.1079,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 7,04 First floor joists,Galvanised connectors,12.233,3.4064,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.024,09 Bracing and connections,Galvanised connectors,12.233,3.1879,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.025,09 Bracing and connections,Galvanised connectors,12.233,3.625,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A metal web 7.001,04 First floor joists,Galvanised connectors,12.317,3.4064,2.94,12.0,26.0,527.9,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14A web plate.026,09 Bracing and connections,Galvanised connectors,12.317,3.1879,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14A web plate.027,09 Bracing and connections,Galvanised connectors,12.317,3.625,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B bottom chord,04 First floor joists,MGP10 pine,12.275,5.75,2.7625,90.0,45.0,4170.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-14B top chord,04 First floor joists,MGP10 pine,12.275,5.75,3.1175,90.0,45.0,4170.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-14B timber end block,04 First floor joists,MGP10 pine,12.275,3.6875,2.94,90.0,45.0,310.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-14B timber end block.001,04 First floor joists,MGP10 pine,12.275,7.8125,2.94,90.0,45.0,310.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Plan-traced position; scheduled/typical section
FJ-14B metal web 1,04 First floor joists,Galvanised connectors,12.233,3.9629,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate,09 Bracing and connections,Galvanised connectors,12.233,3.705,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.001,09 Bracing and connections,Galvanised connectors,12.233,4.2207,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 1.001,04 First floor joists,Galvanised connectors,12.317,3.9629,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.002,09 Bracing and connections,Galvanised connectors,12.317,3.705,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.003,09 Bracing and connections,Galvanised connectors,12.317,4.2207,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 2,04 First floor joists,Galvanised connectors,12.233,4.5586,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.004,09 Bracing and connections,Galvanised connectors,12.233,4.3007,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.005,09 Bracing and connections,Galvanised connectors,12.233,4.8164,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 2.001,04 First floor joists,Galvanised connectors,12.317,4.5586,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
FJ-14B web plate.006,09 Bracing and connections,Galvanised connectors,12.317,4.3007,3.09,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B web plate.007,09 Bracing and connections,Galvanised connectors,12.317,4.8164,2.79,2.0,60.0,55.0,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative connector plate
FJ-14B metal web 3,04 First floor joists,Galvanised connectors,12.233,5.1543,2.94,12.0,26.0,594.6,"Subfloor Frame 2026-04-10, MSJ-400-45; layout final sheet",Representative metal web topology; individual shop panel geometry not reproduced
